order_rank,gene,block,serves,why,max_pct,max_mean,max_spec_panel,tenx_ensembl_ids,tenx_designable_matches,tenx_on_no_probe_list,ncbi_gene_id,ncbi_description,ncbi_gene_type,ncbi_nomenclature_status,ncbi_modified,gtf_ensembl_ids,gtf_gene_types,gtf_transcript_count,gtf_transcript_types,allen_max_pct_full,allen_max_pct_anchor,allen_median_pct_across_anchors,allen_n_anchors_ge50,allen_max_pct_ORBm,allen_max_pct_BMAp,target_type,symbol_qc,tenx_design_qc,isoform_qc,detectability_tier,overall_pre_vendor_status
118,Htr1a,6_GPCR_druggable,005 L5 IT CTX Glut | 119 SI-MA-LPO-LHA Skor1 Glut,"GPCR, intermediate in this region's anchor panel; top in 005 L5 IT CTX Glut; has a catalogued drug/ligand",28.29,1.55,-1.71,ENSMUSG00000021721,1.0,False,15550,5-hydroxytryptamine (serotonin) receptor 1A,protein-coding,O,20260910,ENSMUSG00000021721,protein_coding,1.0,protein_coding,28.28694274722788,005 L5 IT CTX Glut,20.75221524169271,0.0,28.28694274722788,25.89382448537378,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
119,Gabbr1,6_GPCR_druggable,022 L5 ET CTX Glut | 120 MEA Otp Foxp2 Glut,"GPCR, universal in this region's anchor panel; top in 022 L5 ET CTX Glut; has a catalogued drug/ligand",99.71,8.81,0.11,ENSMUSG00000024462,1.0,False,54393,gamma-aminobutyric acid type B receptor subunit 1,protein-coding,O,20260910,ENSMUSG00000024462,protein_coding,11.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,99.70580369082643,022 L5 ET CTX Glut,99.37431566367536,20.0,99.70580369082643,99.69879518072288,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
120,Cckbr,6_GPCR_druggable,012 MEA Slc17a7 Glut | 007 L2/3 IT CTX Glut,"GPCR, universal in this region's anchor panel; top in 012 MEA Slc17a7 Glut; has a catalogued drug/ligand",74.22,4.87,0.08,ENSMUSG00000030898,1.0,False,12426,cholecystokinin B receptor,protein-coding,O,20260910,ENSMUSG00000030898,protein_coding,2.0,protein_coding,74.21770526878845,022 L5 ET CTX Glut,41.29091332141824,9.0,74.21770526878845,57.98192771084337,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
121,Grin2b,7_plasticity,NMDA_receptor,NR2B. Immature/plastic synapse; NR2B/NR2A ratio is a plasticity readout after opioids.,100.0,11.14,0.79,ENSMUSG00000030209,1.0,False,14812,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",protein-coding,O,20260910,ENSMUSG00000030209,protein_coding,7.0,lncRNA; protein_coding,100.0,007 L2/3 IT CTX Glut,99.99766932363772,20.0,100.0,100.0,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
122,Grin2a,7_plasticity,NMDA_receptor,NR2A. Mature synapse.,99.89,9.98,0.56,ENSMUSG00000059003,1.0,False,14811,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",protein-coding,O,20260910,ENSMUSG00000059003,protein_coding,6.0,lncRNA; protein_coding; retained_intron,99.89301952393687,022 L5 ET CTX Glut,97.54096262534927,20.0,99.89301952393687,99.47289156626506,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
123,Ntrk2,7_plasticity,growth_factor_receptor,TrkB. BDNF receptor; required for BDNF plasticity readout to be interpretable.,99.9,9.74,0.25,ENSMUSG00000055254,1.0,False,18212,"neurotrophic tyrosine kinase, receptor, type 2",protein-coding,O,20260910,ENSMUSG00000055254,protein_coding,10.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,99.90107405313736,006 L4/5 IT CTX Glut,99.45944159032783,20.0,99.90107405313736,99.65949543414332,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
124,Rgs4,7_plasticity,GPCR_signalling,Regulator of G-protein signalling 4; opioid-regulated and interneuron-enriched.,99.27,9.47,0.47,ENSMUSG00000038530,1.0,False,19736,regulator of G-protein signaling 4,protein-coding,O,20260910,ENSMUSG00000038530,protein_coding,3.0,protein_coding; retained_intron,99.27218767665347,006 L4/5 IT CTX Glut,78.39875506425908,18.0,99.27218767665347,87.13752512202124,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
125,Dlg4,7_plasticity,postsynaptic_scaffold,PSD-95. Core excitatory postsynaptic density.,99.17,8.11,0.19,ENSMUSG00000020886,1.0,False,13385,discs large MAGUK scaffold protein 4,protein-coding,O,20260910,ENSMUSG00000020886,protein_coding,22.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,99.17090131051083,022 L5 ET CTX Glut,97.59894368533907,20.0,99.17090131051083,98.71987951807229,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
126,Cbln2,7_plasticity,adhesion,Cerebellin 2; cortical layer and amygdala patterned.,89.22,7.07,1.92,ENSMUSG00000024647,1.0,False,12405,cerebellin 2 precursor protein,protein-coding,O,20260910,ENSMUSG00000024647,protein_coding,4.0,protein_coding,89.21765295887663,032 L5 NP CTX Glut,21.98935814706561,7.0,89.21765295887663,50.09174311926606,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
127,Etv1,8_TF_identity,cortical_L5,Er81. L5 IT/ET patterning.,99.82,9.89,3.16,ENSMUSG00000004151,1.0,False,14009,ets variant 1,protein-coding,O,20260818,ENSMUSG00000004151,protein_coding,13.0,lncRNA; protein_coding; retained_intron,99.82447342026079,032 L5 NP CTX Glut,19.985367986577,3.0,99.82447342026079,61.64658634538153,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
128,Meis2,8_TF_identity,striatal_amygdala,Striatal and amygdalar patterning.,92.29,8.66,2.42,ENSMUSG00000027210,1.0,False,17536,Meis homeobox 2,protein-coding,O,20260910,ENSMUSG00000027210,protein_coding,19.0,lncRNA; protein_coding; retained_intron,99.03033036418988,007 L2/3 IT CTX Glut,36.98594398943241,9.0,99.03033036418988,92.29112833763996,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
129,Tle4,8_TF_identity,cortical_L6CT,L6 CT corepressor.,98.87,8.38,0.11,ENSMUSG00000024642,1.0,False,21888,transducin-like enhancer of split 4,protein-coding,O,20260910,ENSMUSG00000024642,protein_coding,3.0,protein_coding; retained_intron,98.86506935687264,029 L6b CTX Glut,54.29384587825068,12.0,98.86506935687264,90.27522935779817,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
130,Foxp1,8_TF_identity,striatal,Striatal projection neuron TF; part of the sAMY-like exclusion call.,97.95,7.94,0.33,ENSMUSG00000030067,1.0,False,108655,forkhead box P1,protein-coding,O,20260910,ENSMUSG00000030067,protein_coding,31.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,99.90948178320888,005 L5 IT CTX Glut,95.42852772376122,20.0,99.90948178320888,97.94903666873834,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
131,Tbr1,8_TF_identity,cortical_deep,Deep-layer and L6 identity.,96.63,7.57,0.37,ENSMUSG00000035033,1.0,False,21375,T-box brain transcription factor 1,protein-coding,O,20260908,ENSMUSG00000035033,protein_coding,4.0,lncRNA; protein_coding,96.62518062741808,030 L6 CT CTX Glut,28.85568844676406,9.0,96.62518062741808,77.29357798165137,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
132,Neurod6,8_TF_identity,pallial_excitatory,NEX. Pallial excitatory; supports the claim that BMAp is pallial not striatal.,96.9,7.52,0.19,ENSMUSG00000037984,1.0,False,11922,neurogenic differentiation 6,protein-coding,O,20260825,ENSMUSG00000037984,protein_coding,1.0,protein_coding,96.89975107490383,005 L5 IT CTX Glut,10.76492196352206,8.0,96.89975107490383,13.50401606425703,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
133,Emx1,8_TF_identity,pallial_lineage,Dorsal pallium lineage. Key for the BMAp pallial-vs-sAMY question.,41.16,2.18,2.14,ENSMUSG00000033726,1.0,False,13796,empty spiracles homeobox 1,protein-coding,O,20260825,ENSMUSG00000033726,protein_coding,2.0,protein_coding; retained_intron,41.16465863453816,012 MEA Slc17a7 Glut,0.8181154217066313,0.0,34.27077444884115,41.16465863453816,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
134,Synpr,9_published_regional,COA_exclusion,"Synaptoporin. Positive in anterior COA VGLUT2 types, negative in BMA types, so it is an exclusion gate for COA contamination. Hochgerner 2023 Nat Neurosci amygdala atlas",93.02,7.72,2.01,ENSMUSG00000056296,1.0,False,72003,synaptoporin,protein-coding,O,20260910,ENSMUSG00000056296,protein_coding,9.0,lncRNA; protein_coding; retained_intron,99.75587427525176,046 Vip Gaba,29.40856414440562,6.0,99.75587427525176,93.02208835341365,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
135,Rbp4,9_published_regional,L5_driver_line,The Cre line the PFC atlas was built on. Including it lets us align our Xenium clusters to that dataset directly. Lui 2021 Cell PFC projection classes,89.7,7.33,0.76,ENSMUSG00000024990,1.0,False,19662,"retinol binding protein 4, plasma",protein-coding,O,20260910,ENSMUSG00000024990,protein_coding,4.0,protein_coding,89.69685698344801,053 Sst Gaba,7.980108977697185,2.0,89.69685698344801,5.13924777490669,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
136,Mpped1,9_published_regional,VGLUT1_subtype,Splits posterior-BMA VGLUT1 types together with Tac1. Hochgerner 2023 Nat Neurosci amygdala atlas,93.44,7.08,1.15,ENSMUSG00000041708,1.0,False,223726,metallophosphoesterase domain containing 1,protein-coding,O,20260910,ENSMUSG00000041708,protein_coding,11.0,nonsense_mediated_decay; protein_coding,99.55863808322825,029 L6b CTX Glut,92.4317266639095,14.0,99.55863808322825,93.43956359460236,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
137,Calb1,9_published_regional,COA_MEA_exclusion,Calbindin. Part of the Trh+Calb1+Zeb2- accessory-olfactory signature. Hochgerner 2023 Nat Neurosci amygdala atlas,89.64,6.94,0.05,ENSMUSG00000028222,1.0,False,12307,calbindin 1,protein-coding,O,20260910,ENSMUSG00000028222,protein_coding,3.0,protein_coding; retained_intron,94.66681700304432,007 L2/3 IT CTX Glut,49.6593377168189,10.0,94.66681700304432,89.64143426294821,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
138,Scn5a,9_published_regional,VGLUT2_BMA_subtype,Marks a specific BMA VGLUT2 subtype. Hochgerner 2023 Nat Neurosci amygdala atlas,90.17,6.38,0.6,ENSMUSG00000032511,1.0,False,20271,"sodium channel, voltage-gated, type V, alpha",protein-coding,O,20260910,ENSMUSG00000032511,protein_coding,4.0,protein_coding,90.17180003095497,074 MEA-BST Lhx6 Sp9 Gaba,3.964105446337151,6.0,14.9221849252365,90.17180003095497,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
139,Cd44,9_published_regional,PFC_cluster_exemplar,Exemplar marker of one of the seven Rbp4-Cre PFC transcriptomic clusters. Lui 2021 Cell PFC projection classes,16.05,0.9,0.02,ENSMUSG00000005087,1.0,False,12505,CD44 antigen,protein-coding,O,20260910,ENSMUSG00000005087,protein_coding,9.0,protein_coding; retained_intron,19.69566465690497,082 CEA-BST Ebf1 Pdyn Gaba,2.994020327464988,0.0,16.05426794799322,19.69566465690497,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
140,Bhlhe22,8_TF_identity,patterning,Bhlhb5. Cortical and amygdalar patterning.,91.49,6.51,4.91,ENSMUSG00000025128,1.0,False,59058,"basic helix-loop-helix family, member e22",protein-coding,O,20260723,ENSMUSG00000025128,protein_coding,1.0,protein_coding,91.4909638554217,012 MEA Slc17a7 Glut,9.136780662280488,4.0,73.3566354718683,91.4909638554217,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
141,Nts,9_published_regional,MEA_exclusion,Neurotensin. Part of the discrete MEA cluster signature. Hochgerner 2023 Nat Neurosci amygdala atlas,34.11,2.25,0.23,ENSMUSG00000019890,1.0,False,67405,neurotensin,protein-coding,O,20260910,ENSMUSG00000019890,protein_coding,1.0,protein_coding,34.10904255319149,120 MEA Otp Foxp2 Glut,1.048828572284577,0.0,1.562209410451925,34.10904255319149,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
142,Slc6a3,11_class_backbone_optional,dopaminergic,DAT. Definitive dopaminergic; expected near-absent in ORBm/BMAp so it acts as a negative control.,4.61,0.26,0.12,ENSMUSG00000021609,1.0,False,13162,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",protein-coding,O,20260901,ENSMUSG00000021609,protein_coding,1.0,protein_coding,4.608096468561585,082 CEA-BST Ebf1 Pdyn Gaba,0.1180545182010642,0.0,0.7225096723069034,4.608096468561585,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,VERY_LOW_<5pct,PASS_DESIGN_REVIEW_SPARSE_SIGNAL
143,Col23a1,12_GSE283418_added,012 MEA Slc17a7 Glut :: Posterior BMA glutamatergic / pallial amygdala VGLUT1,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,80.2,5.81,3.69,ENSMUSG00000063564,1.0,False,237759,"collagen, type XXIII, alpha 1",protein-coding,O,20260910,ENSMUSG00000063564,protein_coding,2.0,protein_coding,80.24598393574297,012 MEA Slc17a7 Glut,12.13886514048708,1.0,46.48300936931898,80.24598393574297,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
144,Slc29a4,12_GSE283418_added,012 MEA Slc17a7 Glut :: Posterior BMA glutamatergic / pallial amygdala VGLUT1,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,64.9,3.82,2.66,ENSMUSG00000050822,1.0,False,243328,"solute carrier family 29 (nucleoside transporters), member 4",protein-coding,O,20260910,ENSMUSG00000050822,protein_coding,2.0,protein_coding,64.88453815261043,012 MEA Slc17a7 Glut,9.286208112609927,1.0,19.75420002255046,64.88453815261043,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
145,Cck,12_GSE283418_added,012 MEA Slc17a7 Glut :: Posterior BMA glutamatergic / pallial amygdala VGLUT1,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,79.0,5.78,2.65,ENSMUSG00000032532,1.0,False,12424,cholecystokinin,protein-coding,O,20260818,ENSMUSG00000032532,protein_coding,6.0,nonsense_mediated_decay; protein_coding,99.98236020462163,004 L6 IT CTX Glut,48.66732010141934,9.0,99.98236020462163,79.04116465863453,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
146,Gfra1,12_GSE283418_added,121 MEA-BST Otp Zic2 Glut :: BMA/MEA VGLUT2-like excitatory,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,64.0,4.07,1.95,ENSMUSG00000025089,1.0,False,14585,glial cell line derived neurotrophic factor family receptor alpha 1,protein-coding,O,20260910,ENSMUSG00000025089,protein_coding,9.0,nonsense_mediated_decay; protein_coding,63.98406374501992,121 MEA-BST Otp Zic2 Glut,16.09416732718801,2.0,55.73770491803278,63.98406374501992,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
147,Sp8,12_GSE283418_added,073 MEA-BST Sox6 Gaba :: Amygdala GABA / striatal-like inhibitory neighbors,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,31.6,1.91,1.85,ENSMUSG00000048562,1.0,False,320145,trans-acting transcription factor 8,protein-coding,O,20260910,ENSMUSG00000048562,protein_coding,2.0,protein_coding,31.64847788627226,073 MEA-BST Sox6 Gaba,0.3055680679967233,0.0,30.01282599401453,31.64847788627226,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
148,Abca8a,12_GSE283418_added,012 MEA Slc17a7 Glut :: Posterior BMA glutamatergic / pallial amygdala VGLUT1,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,31.9,1.83,1.68,ENSMUSG00000041828,1.0,False,217258,"ATP-binding cassette, sub-family A member 8a",protein-coding,O,20260910,ENSMUSG00000041828,protein_coding,8.0,lncRNA; protein_coding,31.95281124497992,012 MEA Slc17a7 Glut,0.9168562033596481,0.0,4.439689756619417,31.95281124497992,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
149,Calcrl,12_GSE283418_added,120 MEA Otp Foxp2 Glut :: BMA/MEA VGLUT2-like excitatory,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,68.1,4.43,1.57,ENSMUSG00000059588,1.0,False,54598,calcitonin receptor-like,protein-coding,O,20260910,ENSMUSG00000059588,protein_coding,3.0,lncRNA; protein_coding,68.08510638297872,120 MEA Otp Foxp2 Glut,1.404555479063036,1.0,1.739395788831248,68.08510638297872,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
150,Lamb3,12_GSE283418_added,113 MEA-COA-BMA Ccdc42 Glut :: Posterior BMA glutamatergic / pallial amygdala VGLUT1,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,66.7,4.03,1.51,ENSMUSG00000026639,1.0,False,16780,"laminin, beta 3",protein-coding,O,20260910,ENSMUSG00000026639,protein_coding,9.0,lncRNA; protein_coding; retained_intron,66.73917547130723,113 MEA-COA-BMA Ccdc42 Glut,7.583548991033135,1.0,9.48065528058557,66.73917547130723,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
151,Syndig1l,12_GSE283418_added,082 CEA-BST Ebf1 Pdyn Gaba :: Amygdala GABA / striatal-like inhibitory neighbors,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,46.5,2.96,1.32,ENSMUSG00000071234,1.0,False,627191,synapse differentiation inducing 1 like,protein-coding,O,20260818,ENSMUSG00000071234,protein_coding,4.0,protein_coding; retained_intron,46.49727246626472,082 CEA-BST Ebf1 Pdyn Gaba,6.318289976311915,0.0,24.6532156368222,46.49727246626472,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
152,Tspan18,12_GSE283418_added,119 SI-MA-LPO-LHA Skor1 Glut :: BMA/MEA VGLUT2-like excitatory,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,26.8,1.58,0.96,ENSMUSG00000027217,1.0,False,241556,tetraspanin 18,protein-coding,O,20260910,ENSMUSG00000027217,protein_coding,5.0,lncRNA; protein_coding,26.78899082568807,119 SI-MA-LPO-LHA Skor1 Glut,3.48993379133047,0.0,12.99969484284406,26.78899082568807,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
153,Gabre,12_GSE283418_added,082 CEA-BST Ebf1 Pdyn Gaba :: Amygdala GABA / striatal-like inhibitory neighbors,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,32.0,1.95,0.95,ENSMUSG00000031340,1.0,False,14404,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon",protein-coding,O,20260910,ENSMUSG00000031340,protein_coding,3.0,lncRNA; protein_coding; retained_intron,31.9695664656905,082 CEA-BST Ebf1 Pdyn Gaba,0.3666279621625019,0.0,1.35763436860703,31.9695664656905,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
154,Nos1,12_GSE283418_added,120 MEA Otp Foxp2 Glut :: BMA/MEA VGLUT2-like excitatory,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,99.7,9.77,0.76,ENSMUSG00000029361,1.0,False,18125,"nitric oxide synthase 1, neuronal",protein-coding,O,20260915,ENSMUSG00000029361,protein_coding,7.0,lncRNA; nonsense_mediated_decay; protein_coding,99.66755319148936,120 MEA Otp Foxp2 Glut,38.70362227222692,9.0,63.87345019238991,99.66755319148936,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
155,Oprl1,12_GSE283418_added,120 MEA Otp Foxp2 Glut :: BMA/MEA VGLUT2-like excitatory,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,77.8,4.76,0.57,ENSMUSG00000027584,1.0,False,18389,opioid receptor-like 1,protein-coding,O,20260818,ENSMUSG00000027584,protein_coding,12.0,lncRNA; nonsense_mediated_decay; protein_coding,77.79255319148936,120 MEA Otp Foxp2 Glut,35.78957250765435,9.0,52.82161005616474,77.79255319148936,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
